Country,Country_Code,Year,Electricity_Access_Pct,GDP_Current_USD,GDP_Growth_Pct,GDP_per_capita_USD,Imports_Pct_GDP,Manufacturing_Pct_GDP,Merchandise_Exports_USD,Merchandise_Imports_USD,Population
Argentina,ARG,2018,100.0,524819892360.176,-2.61739646282038,11752.7998922979,16.3258502050892,14.0601434041581,61781000000.0,65482000000.0,44654882.0
Argentina,ARG,2019,100.0,447754683615.225,-2.00086100285785,9955.97478680428,14.7057366680037,13.5408390702829,65116000000.0,49124000000.0,44973465.0
Argentina,ARG,2020,100.0,385740508436.965,-9.9004848136464,8535.59938004389,13.5982843701675,14.5905295089183,54884000000.0,42356000000.0,45191965.0
Argentina,ARG,2021,100.0,486564085480.036,10.4418119882506,10738.0179223384,15.0119803984295,15.558416982668,77934000000.0,63184000000.0,45312281.0
Argentina,ARG,2022,100.0,633993756301.08,6.02074537534855,13962.1894087223,15.2985115353002,16.4165686180445,88703000000.0,81740000000.0,45407904.0
Argentina,ARG,2023,100.0,649461687959.174,-1.85578803046339,14261.8465667948,13.8546391521167,16.5255500222842,66988000000.0,73826000000.0,45538401.0
Argentina,ARG,2024,,638365455340.04,-1.34293072157739,13969.7836603737,12.6800122564846,15.1850458096465,79703000000.0,60776000000.0,45696159.0
Australia,AUS,2000,100.0,416901962163.479,3.9160574881715,21908.9968019784,21.5070430809694,11.4248399094364,63870000000.0,71529000000.0,19028802.0
Australia,AUS,2001,100.0,380360222861.197,2.03145880248898,19733.6510102645,22.0239741296115,10.8051481170037,63387000000.0,63888000000.0,19274701.0
Australia,AUS,2002,100.0,396436967262.563,3.94980535772942,20335.0960191023,20.6885447118526,10.4098668971934,65033000000.0,72690000000.0,19495210.0
Australia,AUS,2003,100.0,468517181129.878,3.0912800997751,23757.5898471684,21.1092381818995,10.7213180780763,70377000000.0,89084000000.0,19720737.0
Australia,AUS,2004,100.0,615643050220.515,4.21894147547516,30886.0500949401,19.8154530885495,10.760614740413,86565000000.0,109384000000.0,19932722.0
Australia,AUS,2005,100.0,696811489612.816,3.15548121323168,34535.20727091,20.9027650415889,10.1686211472279,106097000000.0,125281000000.0,20176844.0
Australia,AUS,2006,100.0,749708370332.989,2.7709261737475,36658.8243476122,21.6685358865245,9.67044139221759,123437000000.0,139253000000.0,20450966.0
Australia,AUS,2007,100.0,856603595823.192,3.78947119882653,41128.2476618402,21.783849774897,9.10310744819698,141358000000.0,165336000000.0,20827622.0
Australia,AUS,2008,100.0,1058448244063.77,3.62398503565633,49811.2067218988,22.6478086476665,9.00690047181701,187257000000.0,200273000000.0,21249199.0
Australia,AUS,2009,100.0,931761689770.843,1.95484826298522,42954.8494884573,22.6567049778154,8.33320821957859,154331000000.0,165471000000.0,21691653.0
Australia,AUS,2010,100.0,1152566632022.13,2.21004795300735,52313.8939041213,20.658283373645,7.8761687510269,212634000000.0,201639000000.0,22031750.0
Australia,AUS,2011,100.0,1402939868653.4,2.39473494330615,62799.3895017032,20.3508907551214,7.25000878456727,271733000000.0,243701000000.0,22340024.0
Australia,AUS,2012,100.0,1552728401401.58,3.95247138119184,68301.4402512587,21.598616528211,6.9087255284149,256675000000.0,260940000000.0,22733465.0
Australia,AUS,2013,100.0,1583737461925.39,2.65445302592404,68476.6788496118,21.2073707762687,6.47475769538219,252981000000.0,242140000000.0,23128129.0
Australia,AUS,2014,100.0,1474677007565.64,2.60118978187332,62817.2061751737,21.3033915472475,6.23700054223419,239975000000.0,237352000000.0,23475686.0
Australia,AUS,2015,100.0,1356805839935.9,2.16434780647852,56970.3613028094,21.5101052436646,6.16187153809786,187684000000.0,208501000000.0,23815995.0
Australia,AUS,2016,100.0,1211588128417.61,2.75564065529868,50084.4440606385,21.6102583389859,5.93628731808457,192505000000.0,196270000000.0,24190907.0
Australia,AUS,2017,100.0,1330890554614.09,2.29331030192918,54117.547718609,20.8635723040778,5.6370711506194,231131000000.0,228780000000.0,24592588.0
Australia,AUS,2018,100.0,1433144978761.67,2.87417039499501,57410.1737346009,21.7606517070152,5.58025754369151,257098000000.0,235386000000.0,24963258.0
Australia,AUS,2019,100.0,1398349602956.35,2.19401703622717,55194.7585097428,21.939202684145,5.45170917330074,271005000000.0,221564000000.0,25334826.0
Australia,AUS,2020,100.0,1333336461648.09,-0.133531904304775,51983.4523666382,20.5615267123377,5.50480994024151,250823000000.0,211824000000.0,25649248.0
Australia,AUS,2021,100.0,1560617493202.69,2.00694844335034,60758.9044397144,18.200421516167,5.43021286709902,344864000000.0,261165000000.0,25685412.0
Australia,AUS,2022,100.0,1695627535475.8,4.25304559238732,65169.5191118657,20.2331120432093,5.28875408553718,412683000000.0,309189000000.0,26018721.0
Australia,AUS,2023,100.0,1734451264655.6,3.58382100798981,65058.3773146674,22.3432710661529,5.26935642156248,371407000000.0,287406000000.0,26659922.0
Australia,AUS,2024,,1757022451652.83,1.37340773365975,64603.9856308464,22.5238570535723,5.37633044467869,340829000000.0,296340000000.0,27196812.0
Brazil,BRA,2000,94.4,655448188259.351,4.38794944364869,3766.54786339835,12.4517133531264,13.1346595935521,55119000000.0,58643000000.0,174018282.0
Brazil,BRA,2001,96.0,559983704094.17,1.3898964044581,3176.28975052524,14.5645743525559,13.0895379354002,58287000000.0,58382000000.0,176301203.0
Brazil,BRA,2002,96.7,509795270685.19,3.05346185683619,2855.94017137049,13.3877671336016,12.3569626673734,60439000000.0,49723000000.0,178503484.0
Brazil,BRA,2003,97.0,558233724164.711,1.14082899877101,3090.6068907839,12.959601015803,14.4507645630532,73203000000.0,50881000000.0,180622688.0
Brazil,BRA,2004,96.8,669289321944.512,5.75996463685998,3663.82262497811,13.1324909664519,15.0995301563872,96678000000.0,66433000000.0,182675143.0
Brazil,BRA,2005,97.1,891633826625.407,3.20213206216255,4827.78165890291,11.842965940081,14.7382811395678,118529000000.0,77628000000.0,184688101.0
Brazil,BRA,2006,97.6,1107626711163.23,3.96198870899485,5934.14561857454,11.6673835858106,14.108945872191,137581000000.0,97049000000.0,186653106.0
Brazil,BRA,2007,98.1,1397114247188.89,6.06987060733128,7409.69003822861,11.9649362714806,14.1542648072939,159816000000.0,128111000000.0,188552320.0
Brazil,BRA,2008,98.5,1695855391757.96,5.09419544811998,8908.33338467948,13.7235689032042,13.9551768982477,195765000000.0,183921000000.0,190367302.0
Brazil,BRA,2009,98.9,1666996294252.12,-0.12581200299141,8678.6584730653,11.2546044710328,13.059462149411,151792000000.0,135378000000.0,192079951.0
Brazil,BRA,2010,98.6,2208838108484.35,7.52822581812151,11403.2840038694,11.9065933372032,12.7218596106307,200434000000.0,193184000000.0,193701929.0
Brazil,BRA,2011,99.3,2616156606579.21,3.97442307944702,13396.6263158041,12.3518924972451,11.783797669281,253666000000.0,238706000000.0,195284734.0
Brazil,BRA,2012,99.5,2465228293706.86,1.92117598509462,12521.7238454434,13.2367345396404,10.6759423067884,239953000000.0,235404000000.0,196876111.0
Brazil,BRA,2013,99.6,2472819362043.74,3.0048226702888,12458.8903396625,14.0437266814141,10.4796122903932,232544000000.0,252282000000.0,198478299.0
Brazil,BRA,2014,99.7,2456043766032.38,0.503955740273241,12274.9941630213,13.6734629943755,10.3370973961119,220923000000.0,240763000000.0,200085127.0
Brazil,BRA,2015,99.7,1802211999456.42,-3.54576339347278,8936.1955889444,14.0534345185884,10.5209374563041,186782000000.0,180460000000.0,201675532.0
Brazil,BRA,2016,99.7,1795693265999.04,-3.2759169063211,8836.28546025694,12.0670030342632,10.7864511151848,179526000000.0,145248000000.0,203218114.0
Brazil,BRA,2017,99.8,2063514688805.78,1.32286905390815,10080.5078722821,11.800766503667,10.7214980097615,214988000000.0,165855000000.0,204703445.0
Brazil,BRA,2018,99.7,1916933708352.71,1.78366676137003,9300.66072904004,14.2412038802734,10.5284573774955,231890000000.0,192840000000.0,206107261.0
Brazil,BRA,2019,99.8,1873288158838.63,1.22077782271943,9029.83304401079,14.7673386788259,10.3325005326579,221127000000.0,193162000000.0,207455459.0
Brazil,BRA,2020,99.7,1476107292151.95,-3.27675879612903,7074.19407495707,15.8485265343782,10.692931568083,209180000000.0,166336000000.0,208660842.0
Brazil,BRA,2021,99.5,1670647464062.96,4.7626043797061,7972.53696080695,18.5469003905612,11.9043730116912,280815000000.0,234690000000.0,209550294.0
Brazil,BRA,2022,100.0,1951923832083.87,3.01669435408112,9281.33282136864,19.1853009729483,13.0740816278135,334136000000.0,292245000000.0,210306415.0
Brazil,BRA,2023,99.8,2191131869706.02,3.24165532813583,10377.5897719195,15.6969055268626,13.2531636221996,339696000000.0,252710000000.0,211140729.0
Brazil,BRA,2024,,2185821648943.86,3.41931516597739,10310.5488778166,17.6459444987261,12.1108065155746,337046000000.0,277954000000.0,211998573.0
Canada,CAN,2000,100.0,744773415931.587,5.1385391803606,24271.0020563821,38.5561220292153,17.0244371251909,276635000000.0,244786000000.0,30685730.0
Canada,CAN,2001,100.0,738981792355.372,1.87509810696022,23822.096210932,36.3042633034376,16.0387406239215,259858000000.0,227291000000.0,31020855.0
Canada,CAN,2002,100.0,760649334098.005,2.99925535017809,24256.0192337185,35.6483734848415,15.7090594100464,252394000000.0,227499000000.0,31359199.0
Canada,CAN,2003,100.0,895540646634.787,1.80638512302554,28301.8645937428,32.9741094185099,14.6632534815922,272739000000.0,245021000000.0,31642461.0
Canada,CAN,2004,100.0,1026690238278.25,3.09236384292251,32145.5412620217,32.864648684908,14.2955430912374,316762000000.0,279931000000.0,31938807.0
Canada,CAN,2005,100.0,1173108598778.68,3.21045439063563,36383.6600068095,32.9024256932286,13.3747616196987,360475000000.0,322411000000.0,32242732.0
Canada,CAN,2006,100.0,1319264809590.97,2.63794375007348,40504.0370977806,32.6497052601475,12.5833403493579,388178000000.0,359000000000.0,32571193.0
Canada,CAN,2007,100.0,1468820407783.26,2.04990463726786,44660.0838892281,32.0538645842577,11.9029448677155,420693000000.0,390188000000.0,32888886.0
Canada,CAN,2008,100.0,1552989690721.65,0.995406301140747,46710.2526864484,32.6286028098296,10.6115120938541,456471000000.0,419011000000.0,33247298.0
Canada,CAN,2009,100.0,1374625142157.29,-2.91508621550267,40874.8831932903,29.9585575059154,10.061196410184,316094000000.0,329907000000.0,33630069.0
Canada,CAN,2010,100.0,1617343367486.26,3.09080634469335,47560.6666009406,31.0407395714164,10.0271541121914,387481000000.0,402690000000.0,34005902.0
Canada,CAN,2011,100.0,1793326630174.52,3.13719442170364,52223.8588398531,31.8203468535221,9.95539617251473,451335000000.0,463640000000.0,34339221.0
Canada,CAN,2012,100.0,1828366481521.6,1.75566129145483,52670.3447335415,32.2425234169127,10.0201674141654,455592000000.0,476296000000.0,34713395.0
Canada,CAN,2013,100.0,1846597421834.98,2.32581354806429,52638.1187235237,31.8991362329537,9.58849235825594,458318000000.0,475777000000.0,35080992.0
Canada,CAN,2014,100.0,1805749878439.94,2.87346677785811,50960.8431174661,32.6420862831515,9.42615082382699,476300000000.0,475319000000.0,35434066.0
Canada,CAN,2015,100.0,1556508816217.14,0.649971001734855,43594.1941045394,34.3149411035338,9.9754225443394,410062000000.0,430124000000.0,35704498.0
Canada,CAN,2016,100.0,1527994741907.43,1.03855092490855,42314.0615817218,33.8611121122194,9.92800413520787,389991000000.0,412940000000.0,36110803.0
Canada,CAN,2017,100.0,1649265644244.09,3.03383491200222,45129.628116623,33.6466506994867,9.68457578828024,420665000000.0,443651000000.0,36545075.0
Canada,CAN,2018,100.0,1725329192783.02,2.74296344906655,46539.1761570405,34.2744821243903,9.86607158831886,452313000000.0,469106000000.0,37072620.0
Canada,CAN,2019,100.0,1743725183672.52,1.90843194590616,46352.8693445211,33.8187894602395,9.29963869581248,448817000000.0,462993000000.0,37618495.0
Canada,CAN,2020,100.0,1655684730000.19,-5.03823343468899,43537.839298904,31.6831237283418,9.01547651322254,390821000000.0,420934000000.0,38028638.0
Canada,CAN,2021,100.0,2022378748423.23,5.95052802804381,52886.6616372703,31.0717584176126,9.25454311712137,509441000000.0,506476000000.0,38239864.0
Canada,CAN,2022,100.0,2190411080134.32,4.18903628100851,56256.8007264015,33.374430889461,,602514000000.0,585878000000.0,38935934.0
Canada,CAN,2023,100.0,2173339670064.33,1.52874550838358,54220.3285039875,33.2824552373876,,570209000000.0,570765000000.0,40083484.0
Canada,CAN,2024,,2243636826633.76,1.55479521049516,54340.3477224733,32.706147029013,,568747000000.0,574209000000.0,41288599.0
Chile,CHL,2000,97.9,78339750721.364,4.9716214882971,5052.99245766325,28.5881692096046,15.1925267293194,19210000000.0,18507000000.0,15503635.0
Chile,CHL,2001,97.1,71574739561.4329,3.15403492459967,4563.5952986689,30.2974557025949,15.9367790320988,18272000000.0,17429000000.0,15683849.0
Chile,CHL,2002,97.3,70264045939.2773,3.20279913520113,4430.84741157984,30.2266315470858,15.7836753201839,18180000000.0,17091000000.0,15857925.0
Chile,CHL,2003,98.8,76492579644.0605,4.72324526861041,4773.40177520754,30.6324450601049,15.1937580372309,21664000000.0,19322000000.0,16024752.0
Chile,CHL,2004,97.5,99075985773.6682,6.67425416822923,6120.59152055344,30.2036105411816,14.2216397906642,32520000000.0,24794000000.0,16187322.0
Chile,CHL,2005,97.7,122294145163.192,5.83704571917758,7480.32330998636,31.8869622271093,12.8191999709241,41267000000.0,32735000000.0,16348778.0
Chile,CHL,2006,99.4,153843518170.864,6.04999082563968,9318.65655296121,29.8459608439284,11.6836771075447,58680000000.0,38406000000.0,16509195.0
Chile,CHL,2007,98.0,172491076033.863,5.16823098528431,10346.4138184533,31.8471728185062,10.6421663942592,67972000000.0,47164000000.0,16671581.0
Chile,CHL,2008,98.2,179894594475.405,3.78939280635238,10683.2188772511,39.5140654497826,9.97400639751951,64510000000.0,62787000000.0,16838988.0
Chile,CHL,2009,99.6,171777900623.892,-1.11803723642878,10098.8017167286,29.5703961674697,10.261159884544,55463000000.0,42806000000.0,17009731.0
Chile,CHL,2010,99.5,217051209238.534,5.85165102224047,12632.8704724192,31.8136858185424,9.88717399049902,71109000000.0,59207000000.0,17181464.0
Chile,CHL,2011,99.6,251382573893.87,6.22389678509138,14487.3927832032,34.7918625331617,9.90905378555266,81438000000.0,74695000000.0,17351816.0
Chile,CHL,2012,100.0,267024782486.855,6.15534001855494,15241.9069981119,34.3105523869584,9.82773286927817,77791000000.0,80073000000.0,17519119.0
Chile,CHL,2013,99.6,277395018842.417,3.30850824710085,15683.5486369155,33.0558243632138,9.98503250354271,76770000000.0,79353000000.0,17687006.0
Chile,CHL,2014,100.0,259560978224.359,1.79264947139259,14529.6767206336,32.6307251554113,9.9204651623778,75065000000.0,72852000000.0,17864195.0
Chile,CHL,2015,99.7,242450355830.884,2.15194249981184,13433.9202987032,30.1580309871985,10.3988647875082,62035000000.0,62388000000.0,18047625.0
Chile,CHL,2016,100.0,249344863928.438,1.753038749071,13649.8520452803,28.1347029779502,9.70592487599938,60718000000.0,59376000000.0,18267221.0
Chile,CHL,2017,99.7,276154259981.097,1.35769537343957,14879.9086227187,27.6947821334076,9.16084501940209,68823000000.0,65230000000.0,18558868.0
Chile,CHL,2018,100.0,295857562991.709,3.99002947789977,15659.4808675628,29.6480058936791,9.60421381916072,74839000000.0,74612000000.0,18893191.0
Chile,CHL,2019,100.0,278285058719.466,0.634367533828438,14495.716721687,29.7370868110317,8.96909548434668,68794000000.0,69855000000.0,19197744.0
Chile,CHL,2020,100.0,254042159309.311,-6.14347479224092,13114.815470545,26.8524733201136,8.99628171941755,74023000000.0,59207000000.0,19370624.0
Chile,CHL,2021,100.0,315325547162.072,11.3149204879049,16206.8325493421,32.8846110558597,8.53055034005302,94601000000.0,92393000000.0,19456334.0
Chile,CHL,2022,100.0,301226575540.242,2.15399356192458,15405.6165774073,39.5949894702167,9.47546946435641,98477000000.0,104691000000.0,19553036.0
Chile,CHL,2023,100.0,335518054097.637,0.521367977246825,17067.0364799154,29.9136616139086,9.40633654861343,92972000000.0,85250000000.0,19658835.0
Chile,CHL,2024,,330267137371.592,2.64431154871538,16709.8893972307,30.1365360734052,9.01046913453608,99164000000.0,84261000000.0,19764771.0
China,CHN,2000,96.7,1223754919971.05,8.58643201808462,969.199513696287,18.3293431142068,,249203000000.0,225094000000.0,1262645000.0
China,CHN,2001,97.0,1355036590251.52,8.31263887091522,1065.40597574519,18.0049595688389,,266098000000.0,243553000000.0,1271850000.0
China,CHN,2002,97.2,1489821682050.54,9.24339326638321,1163.55957673426,19.8426189671605,,325596000000.0,295170000000.0,1280400000.0
China,CHN,2003,97.4,1683903309843.85,10.1181928640117,1306.97245408557,24.4751062787292,,438228000000.0,412760000000.0,1288400000.0
China,CHN,2004,97.7,1984196551300.44,10.1314073631003,1530.92726215723,28.0306177944035,31.5101594673259,593326000000.0,561229000000.0,1296075000.0
China,CHN,2005,97.9,2317551298052.05,11.458238455067,1777.64496828464,27.9912771909315,31.6564574964127,761953000000.0,659953000000.0,1303720000.0
China,CHN,2006,98.2,2791498472804.33,12.6746751655235,2129.25696999613,28.0427329939926,31.9945213596647,968978000000.0,791461000000.0,1311020000.0
China,CHN,2007,98.5,3604055822571.63,14.1499854947127,2734.72709877693,26.3597683811527,31.9005932714931,1220456000000.0,956116000000.0,1317885000.0
China,CHN,2008,98.8,4667346414521.95,9.67024588602851,3523.44302065213,24.6186193981779,31.6169791482305,1430693000000.0,1132567000000.0,1324655000.0
China,CHN,2009,99.1,5189577094997.58,9.40269972778044,3898.24459158811,20.0889926205716,31.0611528606438,1201612000000.0,1005923000000.0,1331260000.0
China,CHN,2010,99.7,6192564874453.29,10.5962719761682,4629.24551710077,23.1313270836509,31.0748956423241,1577754000000.0,1396247000000.0,1337705000.0
China,CHN,2011,99.9,7671757207851.29,9.4613358870736,5703.76027973346,23.7939443304884,31.5623565182378,1898381000000.0,1743484000000.0,1345035000.0
China,CHN,2012,99.9,8673664713189.24,7.85617427055587,6405.0574241349,22.4035087488717,31.0143036500115,2048714000000.0,1818405000000.0,1354190000.0
China,CHN,2013,100.0,9743124247267.24,7.77872409446717,7147.03518622344,21.7526982889717,30.1275021518721,2209005000000.0,1949990000000.0,1363240000.0
China,CHN,2014,100.0,10674533168257.4,7.46190028229434,7781.06597484974,20.9964797865269,29.8300397890826,2342293000000.0,1959233000000.0,1371860000.0
China,CHN,2015,100.0,11280814787468.9,6.97878002657477,8175.33285077393,17.7581206128298,28.3889960582852,2273468000000.0,1679566000000.0,1379860000.0
China,CHN,2016,100.0,11456024084962.0,6.77555562837017,8254.86859320357,16.9735199564368,27.5237594259275,2097632000000.0,1587925000000.0,1387790000.0
China,CHN,2017,100.0,12537559062282.9,6.8912663621211,8979.67652709856,17.6152224500872,27.5998559245177,2263346000000.0,1843792000000.0,1396215000.0
China,CHN,2018,100.0,14147765772963.8,6.75671800166833,10085.6638148819,18.1238645885338,27.34341880328,2486695000000.0,2135748000000.0,1402760000.0
China,CHN,2019,100.0,14560167101283.4,6.06850235053705,10342.9009524335,17.1437133141341,26.2594662949297,2499457000000.0,2078386000000.0,1407745000.0
China,CHN,2020,100.0,14996414166715.1,2.34018843078414,10627.4637989619,15.8353686179759,25.7441402732098,2589952000000.0,2065964000000.0,1411100000.0
China,CHN,2021,100.0,18201698719564.0,8.57008513166322,12887.4357242941,16.9944489517585,26.9701216685139,3316022000000.0,2679412000000.0,1412360000.0
China,CHN,2022,100.0,18316765021690.2,3.1341888719577,12970.6056414327,17.1429881849654,26.4237655920515,3544434000000.0,2706507000000.0,1412175000.0
China,CHN,2023,100.0,18270356654533.2,5.41484330099675,12951.1782397043,17.0027206530128,25.4991668287269,3379044000000.0,2556941000000.0,1410710000.0
China,CHN,2024,,18743803170827.2,4.9773565917572,13303.1481543868,17.1755035026016,24.8692407436614,3576653000000.0,2584912000000.0,1408975000.0
"Congo, Dem. Rep.",COD,2000,6.7,19088046305.7971,-6.91092731652104,377.925421481395,15.5647908914142,9.90831810404657,807000000.0,683000000.0,50507442.0
"Congo, Dem. Rep.",COD,2001,7.1,7438189100.33333,-2.10017302488848,142.678142604412,13.0542526803531,19.8076885846759,880000000.0,790000000.0,52132646.0
"Congo, Dem. Rep.",COD,2002,7.7,8728038525.14034,2.94776518359767,162.38052907429,13.6455028361936,21.2167905566391,1132000000.0,1081000000.0,53750524.0
"Congo, Dem. Rep.",COD,2003,8.3,8937567059.87754,5.57782231144439,161.491553524396,30.0309131413864,18.2984058567587,1378000000.0,1495000000.0,55343867.0
"Congo, Dem. Rep.",COD,2004,9.0,10297483481.223,6.73837393324293,180.664764963633,26.6069011123967,17.6415058357846,1917000000.0,2051000000.0,56997741.0
"Congo, Dem. Rep.",COD,2005,6.0,12609728573.1032,6.13515115548968,214.539740473519,27.8677782060181,15.0082781288568,2403000000.0,2690000000.0,58775724.0
"Congo, Dem. Rep.",COD,2006,10.2,15484044534.5783,5.10894433184896,255.445229568751,24.5131943931488,13.4106294053824,2705000000.0,2892000000.0,60615908.0
"Congo, Dem. Rep.",COD,2007,15.2,18374807772.5429,8.52992974243585,294.101615124419,37.409239823168,14.8285019089602,3100000000.0,3400000000.0,62477752.0
"Congo, Dem. Rep.",COD,2008,11.6,22723488723.3641,7.40172337539792,352.900363371995,38.9652057387449,13.3109785359421,4400000000.0,4300000000.0,64390664.0
"Congo, Dem. Rep.",COD,2009,12.3,18607259480.5447,0.565481557604713,280.178991035792,36.2134323152604,19.9293745544653,3500000000.0,3900000000.0,66412044.0
"Congo, Dem. Rep.",COD,2010,13.0,24161641931.0331,7.84300782191249,352.400398754692,44.3034905746837,5.52544053811403,5300000000.0,4500000000.0,68563038.0
"Congo, Dem. Rep.",COD,2011,13.7,26392379641.765,7.59331721294959,372.514273875789,44.725186419329,14.3031352127062,6600000000.0,5500000000.0,70849311.0
"Congo, Dem. Rep.",COD,2012,15.4,30029369928.7318,8.66859360531922,409.931424783784,36.6443673192831,16.1921118341111,6300000000.0,6100000000.0,73254618.0
"Congo, Dem. Rep.",COD,2013,15.2,34891189160.3002,9.62448879216879,460.370334930107,38.4197781372717,14.3921788875029,6200000000.0,6300000000.0,75789395.0
"Congo, Dem. Rep.",COD,2014,13.5,38352980552.8665,7.30227750870263,489.175952097319,41.1664550628312,15.0815603659497,7915000000.0,7087000000.0,78403242.0
"Congo, Dem. Rep.",COD,2015,16.6,40179574490.3032,6.35973756164829,495.826633014883,31.746801710869,16.825427556868,8685000000.0,8068000000.0,81035531.0
"Congo, Dem. Rep.",COD,2016,17.3,38600224214.4728,0.393832798154563,459.765036590388,36.885955975126,16.3700223244065,7193000000.0,5492000000.0,83956415.0
"Congo, Dem. Rep.",COD,2017,18.0,37537521565.5308,4.24121047272719,431.052559128788,34.8344299251471,13.8219778041361,12296000000.0,5803000000.0,87083398.0
"Congo, Dem. Rep.",COD,2018,18.7,46659954092.4862,6.07168870646615,518.169626875371,38.0935497576974,11.1749836363491,20004000000.0,7930000000.0,90047644.0
"Congo, Dem. Rep.",COD,2019,19.1,46845900350.0332,0.555384294580819,504.00419142286,32.448623181302,11.5012106732224,13382000000.0,8825000000.0,92947442.0
"Congo, Dem. Rep.",COD,2020,20.1,46691989748.9186,0.775427992354622,486.425572682256,31.1829589394597,12.1178201890634,14230000000.0,6938000000.0,95989998.0
"Congo, Dem. Rep.",COD,2021,20.8,59067289573.5102,6.42961005647355,595.743074403567,37.5575413167622,10.1832245901882,21412000000.0,7214000000.0,99148932.0
"Congo, Dem. Rep.",COD,2022,21.5,70422346142.2023,9.31116944064918,687.738587554685,45.001844576936,9.48948032952368,15672000000.0,11407000000.0,102396968.0
"Congo, Dem. Rep.",COD,2023,22.1,69843655425.2929,8.5334898318451,660.21205238997,44.6860746587097,8.24579751255639,27727000000.0,25529000000.0,105789731.0
"Congo, Dem. Rep.",COD,2024,,70962185790.7094,6.12675551779212,649.383338556725,51.7998210616039,8.21811392729758,29900000000.0,26600000000.0,109276265.0
France,FRA,2000,100.0,1360959069477.49,4.14099996402915,22340.5939516217,28.0279980425069,14.3878392198042,327611000000.0,338940000000.0,60918661.0
France,FRA,2001,100.0,1370376677298.86,1.89946701186636,22331.7948343036,27.4626293461303,13.9296551551957,323379000000.0,328608000000.0,61364377.0
France,FRA,2002,100.0,1492427756382.43,1.06775027069419,24144.5727019529,26.4018230910334,13.4598053740839,331719000000.0,329262000000.0,61812142.0
France,FRA,2003,100.0,1835095983049.09,0.967827182558352,29479.5222101175,25.4619146196714,12.9922663496214,392039000000.0,398840000000.0,62249855.0
France,FRA,2004,100.0,2109792297237.03,2.86825052501032,33644.9282220364,26.2116609694066,12.5672208197628,452106000000.0,470945000000.0,62707588.0
France,FRA,2005,100.0,2192146403028.17,1.88856584109286,34696.3718316971,27.65927959839,12.1452500973725,463428000000.0,504124000000.0,63180854.0
France,FRA,2006,100.0,2317861544690.82,2.71406448755236,36431.5658906555,28.9414290456532,11.6390346197616,495868000000.0,541919000000.0,63622342.0
