Country,Country_Code,Year,Value,Indicator_Code,Indicator_Name
Indonesia,IDN,2022,10339847555.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
Indonesia,IDN,2021,7492179183.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
Indonesia,IDN,2020,6408750621.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
Indonesia,IDN,2019,6281290684.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
Indonesia,IDN,2018,6382145126.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
Indonesia,IDN,2017,5971620053.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
Indonesia,IDN,2016,5415731582.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
Indonesia,IDN,2015,5891714980.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
Indonesia,IDN,2014,6619076393.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
Indonesia,IDN,2013,6567489793.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
Indonesia,IDN,2012,7360679507.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
Indonesia,IDN,2011,7401356876.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
Indonesia,IDN,2010,7193215376.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
Japan,JPN,2024,102451366263.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
Japan,JPN,2023,102601446852.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
Japan,JPN,2022,113492876284.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
Japan,JPN,2021,116695460286.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
Japan,JPN,2020,102929600738.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
Japan,JPN,2019,104081423307.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
Japan,JPN,2018,110919852153.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
Japan,JPN,2017,106357714667.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
Japan,JPN,2016,99260695081.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
Japan,JPN,2015,98394425742.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
Japan,JPN,2014,107543978073.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
Japan,JPN,2013,111257955701.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
Japan,JPN,2012,129463812214.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
Japan,JPN,2011,133397946551.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
Japan,JPN,2010,130091252319.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
"Korea, Rep.",KOR,2024,216203069107.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
"Korea, Rep.",KOR,2023,164678173896.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
"Korea, Rep.",KOR,2022,209651189631.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
"Korea, Rep.",KOR,2021,203986068635.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
"Korea, Rep.",KOR,2020,163074029188.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
"Korea, Rep.",KOR,2019,153549664196.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
"Korea, Rep.",KOR,2018,192788494176.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
"Korea, Rep.",KOR,2017,166656272251.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
"Korea, Rep.",KOR,2016,135906055229.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
"Korea, Rep.",KOR,2015,147046540245.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
"Korea, Rep.",KOR,2014,149062381047.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
"Korea, Rep.",KOR,2013,143485221079.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
"Korea, Rep.",KOR,2012,130675945808.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
"Korea, Rep.",KOR,2011,133617297921.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
"Korea, Rep.",KOR,2010,132322493748.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
United States,USA,2024,232906639404.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
United States,USA,2023,208514376770.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
United States,USA,2022,191876058536.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
United States,USA,2021,169281833346.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
United States,USA,2020,141612133157.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
United States,USA,2019,154028528002.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
United States,USA,2018,153893519793.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
United States,USA,2017,154602417969.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
United States,USA,2016,173983447240.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
United States,USA,2015,175321672223.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
United States,USA,2014,176029439000.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
United States,USA,2013,169309014696.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
United States,USA,2012,169157788627.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
United States,USA,2011,166559643396.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
United States,USA,2010,166133836217.0,TX.VAL.TECH.CD,High_Tech_Exports_USD
Australia,AUS,2024,25.1586416457084,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Australia,AUS,2023,25.2582777120781,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Australia,AUS,2022,25.8318704116272,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Australia,AUS,2021,22.3940766008599,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Australia,AUS,2020,21.4757898705835,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Australia,AUS,2019,21.2199332352628,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Australia,AUS,2018,18.1371018191307,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Australia,AUS,2017,18.0967924595604,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Australia,AUS,2016,20.6275044745549,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Australia,AUS,2015,19.6921472541598,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Australia,AUS,2014,18.9961304703814,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Australia,AUS,2013,18.0075143774834,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Australia,AUS,2012,17.2855553325245,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Australia,AUS,2011,17.9516177655559,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Australia,AUS,2010,16.5133012608061,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Canada,CAN,2024,16.7779029827711,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Canada,CAN,2023,16.3717954388263,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Canada,CAN,2022,15.1489765380468,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Canada,CAN,2021,16.33762888714,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Canada,CAN,2020,16.7587089775244,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Canada,CAN,2019,17.1309209127166,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Canada,CAN,2018,15.4222842964733,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Canada,CAN,2017,14.3488055729531,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Canada,CAN,2016,14.0996116936098,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Canada,CAN,2015,14.8286795335378,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Canada,CAN,2014,14.6664530922053,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Canada,CAN,2013,15.4941329115402,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Canada,CAN,2012,15.6186928492244,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Canada,CAN,2011,14.7126429740351,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Canada,CAN,2010,15.5005412945327,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Chile,CHL,2024,8.31650307450688,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Chile,CHL,2023,10.7195633423709,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Chile,CHL,2022,6.93672684116693,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Chile,CHL,2021,12.4417748590856,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Chile,CHL,2020,15.9750583433893,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Chile,CHL,2019,7.63288202076965,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Chile,CHL,2018,6.91141099413123,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Chile,CHL,2017,7.1060964752424,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Chile,CHL,2016,8.42437955941115,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Chile,CHL,2015,6.72253052606446,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Chile,CHL,2014,7.09179365119211,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Chile,CHL,2013,6.69462231509352,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Chile,CHL,2012,5.4362793557559,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Chile,CHL,2011,5.1208381746501,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Chile,CHL,2010,6.23958186648753,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
China,CHN,2024,26.2777380479223,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
China,CHN,2023,26.5682136542881,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
China,CHN,2022,27.7650612563156,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
China,CHN,2021,30.2190732796596,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
China,CHN,2020,31.2766154241293,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
China,CHN,2019,30.8186302968419,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
China,CHN,2018,31.5481478595353,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
China,CHN,2017,30.9118639785891,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
China,CHN,2016,30.2545232296357,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
China,CHN,2015,30.4312672747562,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
China,CHN,2014,29.7037271802947,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
China,CHN,2013,31.5855813292794,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
China,CHN,2012,30.8618085179503,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
China,CHN,2011,30.5004796644425,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
China,CHN,2010,32.1501169663397,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
"Congo, Dem. Rep.",COD,2024,,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
"Congo, Dem. Rep.",COD,2023,0.199611665225369,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
"Congo, Dem. Rep.",COD,2022,0.723158681595087,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
"Congo, Dem. Rep.",COD,2021,0.0782346689876282,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
"Congo, Dem. Rep.",COD,2020,0.506820617005321,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
"Congo, Dem. Rep.",COD,2019,0.782215715734939,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
"Congo, Dem. Rep.",COD,2018,0.246252589446654,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
"Congo, Dem. Rep.",COD,2017,0.18434368848256,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
"Congo, Dem. Rep.",COD,2016,0.310225164953757,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
"Congo, Dem. Rep.",COD,2015,2.60447930484844,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
"Congo, Dem. Rep.",COD,2014,,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
"Congo, Dem. Rep.",COD,2013,,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
"Congo, Dem. Rep.",COD,2012,,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
"Congo, Dem. Rep.",COD,2011,,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
"Congo, Dem. Rep.",COD,2010,,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Germany,DEU,2024,17.9772990379432,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Germany,DEU,2023,17.7818374796623,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Germany,DEU,2022,17.4981505573659,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Germany,DEU,2021,15.3851048227765,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Germany,DEU,2020,15.5031959869375,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Germany,DEU,2019,16.3869405629417,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Germany,DEU,2018,15.7474335584013,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Germany,DEU,2017,15.850578794452,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Germany,DEU,2016,18.0827014214761,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Germany,DEU,2015,17.8243752766447,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Germany,DEU,2014,17.2097149731509,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Germany,DEU,2013,17.2979906043683,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Germany,DEU,2012,17.2272861923698,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Germany,DEU,2011,16.3417186285114,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Germany,DEU,2010,16.8896855327149,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Indonesia,IDN,2024,8.71104390371756,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Indonesia,IDN,2023,9.08308687782522,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Indonesia,IDN,2022,8.30819306709832,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Indonesia,IDN,2021,7.20354863986269,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Indonesia,IDN,2020,8.4247469855579,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Indonesia,IDN,2019,8.09206094724751,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Indonesia,IDN,2018,8.21299200751234,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Indonesia,IDN,2017,8.44632702628773,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Indonesia,IDN,2016,7.99860974921307,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Indonesia,IDN,2015,8.88987824359938,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Indonesia,IDN,2014,9.32850761968047,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Indonesia,IDN,2013,9.67606262852233,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Indonesia,IDN,2012,10.871757163658,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Indonesia,IDN,2011,10.8171407679199,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Indonesia,IDN,2010,12.3118145549136,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Japan,JPN,2024,17.5547415163067,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Japan,JPN,2023,17.1028060703212,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Japan,JPN,2022,18.2592615351902,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Japan,JPN,2021,18.0039913482614,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Japan,JPN,2020,18.6333487896777,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Japan,JPN,2019,17.0303844450023,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Japan,JPN,2018,17.2970528139362,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Japan,JPN,2017,17.5942774665502,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Japan,JPN,2016,17.620423854837,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Japan,JPN,2015,18.0454889300336,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Japan,JPN,2014,17.7805347199635,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Japan,JPN,2013,17.7587589107099,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Japan,JPN,2012,18.2382479591573,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Japan,JPN,2011,18.392253763449,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
Japan,JPN,2010,19.1226872782363,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
"Korea, Rep.",KOR,2024,36.2582559366674,TX.VAL.TECH.MF.ZS,High_Tech_Pct_Manufactured_Exports
